id_zonaverde,nombre_zv,barrio,id_barrio,distrito,id_distrito,Superficie (m2),Superficie (ha)
212,JM_INST. DEP. PAN BENDITO,BUENAVISTA,116,CARABANCHEL,11,"17.482,96","1,75"
213,COMANDANTE FONTANES,SAN ISIDRO,113,CARABANCHEL,11,"17.159,51","1,72"
214,AVDA. POBLADOS - JACOBINA,VISTA ALEGRE,114,CARABANCHEL,11,"15.640,84","1,56"
215,API 11.08 AVDA. POBLADOS - VIA LUSITANA,ABRANTES,117,CARABANCHEL,11,"13.496,45","1,35"
216,JARDIN LOS PARRALES,BUENAVISTA,116,CARABANCHEL,11,"10.721,46","1,07"
217,POL. INDUSTRIAL TAMAMES - AGUACATE,BUENAVISTA,116,CARABANCHEL,11,"12.496,80","1,25"
218,COL. URBIS,COMILLAS,111,CARABANCHEL,11,"12.323,95","1,23"
219,AVDA. POBLADOS - CHIRIVITA,PUERTA BONITA,115,CARABANCHEL,11,"11.720,32","1,17"
220,AVDA. DE LOS POBLADOS - ALBA DE TORMES,PUERTA BONITA,115,CARABANCHEL,11,"11.127,09","1,11"
221,AGUACATE- AVDA PESETA,BUENAVISTA,116,CARABANCHEL,11,"10.286,11","1,03"
222,COL. EXPERIMENTALES,OPANEL,112,CARABANCHEL,11,"10.030,56","1,00"
223,COL. CODORNIZ,VISTA ALEGRE,114,CARABANCHEL,11,"12.945,22","1,29"
224,AVDA. POBLADOS - CTRA. LEGANES,BUENAVISTA,116,CARABANCHEL,11,"20.488,46","2,05"
225,COL. DIEGO VELAZQUEZ,ABRANTES,117,CARABANCHEL,11,"20.021,77","2,00"
226,LTRL. VIA LUSITANA,ABRANTES,117,CARABANCHEL,11,"21.851,70","2,19"
227,JARDÃN DE LAS ASOCIACIONES,SAN ISIDRO,113,CARABANCHEL,11,"21.154,18","2,12"
228,PARQUE EMPERATRIZ MARIA DE AUSTRIA,ABRANTES,117,CARABANCHEL,11,"622.924,31","62,29"
229,PARQUE SAN ISIDRO,SAN ISIDRO,113,CARABANCHEL,11,"248.983,99","24,90"
230,PARQUE DE LA VOLATERIA Y ENTORNO,BUENAVISTA,116,CARABANCHEL,11,"157.817,37","15,78"
231,Z.F. PAU CARABANCHEL - CEMENTERIO,BUENAVISTA,116,CARABANCHEL,11,"143.794,66","14,38"
232,UVA PAN BENDITO,PUERTA BONITA,115,CARABANCHEL,11,"55.949,85","5,59"
233,JARDIN LOS POZUELOS,BUENAVISTA,116,CARABANCHEL,11,"51.196,17","5,12"
234,Z.F. PAU CARABANCHEL - M-40,BUENAVISTA,116,CARABANCHEL,11,"121.104,90","12,11"
235,Parque de Salvador Allende,BUENAVISTA,116,CARABANCHEL,11,"37.238,28","3,72"
236,PARQUE DE COMILLAS,COMILLAS,111,CARABANCHEL,11,"35.337,54","3,53"
237,COL. PARQUE EUGENIA DE MONTIJO,VISTA ALEGRE,114,CARABANCHEL,11,"34.352,24","3,44"
238,PARQUE EUGENIA DE MONTIJO I,VISTA ALEGRE,114,CARABANCHEL,11,"31.351,23","3,14"
239,TALUD SAN ILLAN,SAN ISIDRO,113,CARABANCHEL,11,"28.956,83","2,90"
240,PARQUE STA. RITA,PUERTA BONITA,115,CARABANCHEL,11,"27.869,57","2,79"
241,MED. AVDA. LA PESETA,BUENAVISTA,116,CARABANCHEL,11,"24.587,67","2,46"
242,PARQUE EUGENIA DE MONTIJO II,VISTA ALEGRE,114,CARABANCHEL,11,"42.632,33","4,26"
243,A.V.C. GTA. DE MALAGA - NUEVO PRADOLONGO,ORCASUR,122,USERA,12,"13.650,89","1,37"
244,Z.F. RAFAELA YBARRA,PRADOLONGO,127,USERA,12,"16.497,36","1,65"
245,PARQUE DE LA PERLA,SAN FERMIN,123,USERA,12,"14.486,16","1,45"
246,PANTALLA VERDE CTRA. TOLEDO I,ZOFIO,126,USERA,12,"14.345,06","1,43"
247,OLIGISTO,SAN FERMIN,123,USERA,12,"14.017,80","1,40"
248,INST. DEP. SAN FERMIN - ESTAFETA,SAN FERMIN,123,USERA,12,"14.011,73","1,40"
249,ESPACIOS LIBRES BÂº  ZOFIO II,ZOFIO,126,USERA,12,"12.940,04","1,29"
250,ENTORNO GTA. MALAGA,SAN FERMIN,123,USERA,12,"10.111,33","1,01"
251,DR. TOLOSA LATOUR - AVDA. CORDOBA,ORCASUR,122,USERA,12,"12.515,35","1,25"
252,J.M. USERA,PRADOLONGO,127,USERA,12,"11.489,56","1,15"
253,PZA. ASOCIACION MESETA DE ORCASITAS,ORCASITAS,121,USERA,12,"11.368,54","1,14"
254,JARDIN SILVINA,SAN FERMIN,123,USERA,12,"10.994,96","1,10"
255,PARQUE ALZOLA,ORCASITAS,121,USERA,12,"10.494,57","1,05"
256,COL. CÂº VIEJO VILLAVERDE,ORCASITAS,121,USERA,12,"10.384,74","1,04"
257,COL. SAN FERMIN,SAN FERMIN,123,USERA,12,"12.896,59","1,29"
258,URB. NORTE P. ORCASITAS - PPI 13,ZOFIO,126,USERA,12,"20.566,06","2,06"
259,TOLOSA - AVDA. DE LOS POBLADOS,ORCASITAS,121,USERA,12,"20.536,75","2,05"
260,TALUD TALBOT,ORCASITAS,121,USERA,12,"23.581,55","2,36"
261,PARQUE SEGURA,ORCASITAS,121,USERA,12,"22.223,94","2,22"
262,PARQUE DE PRADOLONGO,PRADOLONGO,127,USERA,12,"595.660,85","59,57"
263,POBLADO DIRIGIDO ORCASITAS,ORCASITAS,121,USERA,12,"86.420,90","8,64"
264,COLONIA MESETA DE ORCASITAS I,ORCASITAS,121,USERA,12,"64.296,35","6,43"
265,PARQUE MUJERES DE ORCASITAS,ORCASITAS,121,USERA,12,"48.413,58","4,84"
266,PARQUE OLOF PALME,ZOFIO,126,USERA,12,"44.838,60","4,48"
267,COL. ORCASUR,ORCASUR,122,USERA,12,"38.314,61","3,83"
268,COL. MESETA DE ORCASITAS II,ORCASITAS,121,USERA,12,"50.535,04","5,05"
269,PERI 12 - 5 RANCHO DEL CORDOBES,ORCASUR,122,USERA,12,"32.833,93","3,28"
270,COL. PABLO JIMENEZ,MOSCARDO,125,USERA,12,"26.790,66","2,68"
271,INTBL. GRUPO USERA,ZOFIO,126,USERA,12,"26.288,23","2,63"
272,NUEVO PRADOLONGO,ORCASUR,122,USERA,12,"26.041,24","2,60"
273,PARQUE SAN FERMIN,SAN FERMIN,123,USERA,12,"24.396,47","2,44"
274,COL. DE ALMENDRALES,ALMENDRALES,124,USERA,12,"24.235,29","2,42"
275,PANTALLA VERDE CTRA. TOLEDO II,ZOFIO,126,USERA,12,"34.569,21","3,46"
276,MED. AVDA. BUENOS AIRES,PORTAZGO,135,PUENTE DE VALLECAS,13,"13.571,45","1,36"
277,CAMPO DEL TORO,PALOMERAS SURESTE,133,PUENTE DE VALLECAS,13,"20.897,47","2,09"
278,COL. SIERRA DEL VALLE,PALOMERAS BAJAS,134,PUENTE DE VALLECAS,13,"20.436,20","2,04"
279,JARDINES FELIPE DE DIEGO,PALOMERAS BAJAS,134,PUENTE DE VALLECAS,13,"19.331,81","1,93"
280,PARQUE ENTREVIAS POZO,ENTREVIAS,131,PUENTE DE VALLECAS,13,"17.882,04","1,79"
281,PZA. DE LA CONSTITUCION,PORTAZGO,135,PUENTE DE VALLECAS,13,"17.717,14","1,77"
282,TRASERA TEJAR DE LA PASTORA,NUMANCIA,136,PUENTE DE VALLECAS,13,"17.124,93","1,71"
283,COCHERON DE LA VILLA ESTE,PALOMERAS SURESTE,133,PUENTE DE VALLECAS,13,"13.004,37","1,30"
284,PARQUE POZO DEL TIO RAIMUNDO,ENTREVIAS,131,PUENTE DE VALLECAS,13,"10.393,03","1,04"
285,INTERIORES MUDELA,ENTREVIAS,131,PUENTE DE VALLECAS,13,"11.798,63","1,18"
286,PARQUE DE MARCHAMALO,PORTAZGO,135,PUENTE DE VALLECAS,13,"11.737,24","1,17"
287,MED. MIGUEL HERNANDEZ,PALOMERAS SURESTE,133,PUENTE DE VALLECAS,13,"11.552,58","1,16"
288,CALLE 30 MENDEZ ALVARO ACCESO SUR VALLECAS,ENTREVIAS,131,PUENTE DE VALLECAS,13,"11.409,52","1,14"
289,BULEVAR PABLO NERUDA - CENTRAL,PALOMERAS SURESTE,133,PUENTE DE VALLECAS,13,"11.332,83","1,13"
290,Z.A. ESTACION EL POZO,ENTREVIAS,131,PUENTE DE VALLECAS,13,"11.308,70","1,13"
291,PARQUE DE PALOMERAS - AMOS ACERO,SAN DIEGO,132,PUENTE DE VALLECAS,13,"9.987,18","1,00"
292,ENCACHADOS MADRID - SUR,PALOMERAS BAJAS,134,PUENTE DE VALLECAS,13,"22.452,20","2,25"
293,PARQUE FERNANDO GIRALDEZ,NUMANCIA,136,PUENTE DE VALLECAS,13,"12.111,10","1,21"
294,PARQUE PALOMERAS BAJAS,PALOMERAS BAJAS,134,PUENTE DE VALLECAS,13,"22.693,58","2,27"
295,PTRRES. Y TRASERA SIERRA ELVIRA,NUMANCIA,136,PUENTE DE VALLECAS,13,"11.420,68","1,14"
296,NUDO CALLE 30 - A3,NUMANCIA,136,PUENTE DE VALLECAS,13,"23.969,43","2,40"
297,PARQUE LINEAL DE PALOMERAS,PALOMERAS SURESTE,133,PUENTE DE VALLECAS,13,"395.508,20","39,55"
298,PARQUE EL CERRO DEL TIO PIO,NUMANCIA,136,PUENTE DE VALLECAS,13,"159.018,23","15,90"
299,PARQUE DE ENTREVIAS,ENTREVIAS,131,PUENTE DE VALLECAS,13,"117.678,26","11,77"
300,URB. ALBUFERA NORTE,PORTAZGO,135,PUENTE DE VALLECAS,13,"95.218,39","9,52"
301,Z.F. POZO - LTRL M40,ENTREVIAS,131,PUENTE DE VALLECAS,13,"23.335,15","2,33"
302,STA. CATALINA / ACCESO EMT,ENTREVIAS,131,PUENTE DE VALLECAS,13,"90.677,04","9,07"
303,FORESTAL COMUNIDAD DE MADRID,ENTREVIAS,131,PUENTE DE VALLECAS,13,"89.534,49","8,95"
304,PARQUE PAYASO FOFO,PALOMERAS BAJAS,134,PUENTE DE VALLECAS,13,"76.819,87","7,68"
305,PARQUE ENTREVIAS FORESTAL,ENTREVIAS,131,PUENTE DE VALLECAS,13,"539.813,05","53,98"
306,PARQUE LA VIÃA,ENTREVIAS,131,PUENTE DE VALLECAS,13,"43.731,10","4,37"
307,PARQUE RONDA DEL SUR - STA. CATALINA,ENTREVIAS,131,PUENTE DE VALLECAS,13,"42.105,84","4,21"
308,ANILLO VERDE CICLISTA VALLECAS,ENTREVIAS,131,PUENTE DE VALLECAS,13,"40.869,09","4,09"
309,SECTOR PALOMERAS NORTE,PORTAZGO,135,PUENTE DE VALLECAS,13,"38.528,30","3,85"
310,CAMPO DE LA PALOMA,PALOMERAS SURESTE,133,PUENTE DE VALLECAS,13,"38.146,82","3,81"
311,EL SOTO DE ENTREVIAS,ENTREVIAS,131,PUENTE DE VALLECAS,13,"33.490,69","3,35"
312,PLATAFORMA Y ZONA VERDE LTRL. AVDA. ENTREVIAS,ENTREVIAS,131,PUENTE DE VALLECAS,13,"30.779,26","3,08"
313,PARQUE FORESTAL RONDA DEL SUR,ENTREVIAS,131,PUENTE DE VALLECAS,13,"30.394,85","3,04"
314,PARQUE AZORIN,PALOMERAS BAJAS,134,PUENTE DE VALLECAS,13,"47.457,48","4,75"
315,EJE O'DONELL - MORATALAZ,MEDIA LEGUA,144,MORATALAZ,14,"14.639,20","1,46"
316,ZONA M-30 NUDO O'DONNELL,MEDIA LEGUA,144,MORATALAZ,14,"15.485,11","1,55"
317,TALUDES M-30,MEDIA LEGUA,144,MORATALAZ,14,"19.152,83","1,92"
318,DR. GARCIA TAPIA,HORCAJO,142,MORATALAZ,14,"15.721,74","1,57"
319,"INTBL. POLIG. ""F""",MARROQUINA,143,MORATALAZ,14,"16.740,17","1,67"
320,PISTA DE PATINAJE HACIENDA DE PAVONES,VINATEROS,146,MORATALAZ,14,"14.145,85","1,41"
321,BARRIO II - FTE. CARRANTONA,FONTARRON,145,MORATALAZ,14,"15.539,39","1,55"
322,BARRIO IV - FTE. CARRANTONA,PAVONES,141,MORATALAZ,14,"13.560,26","1,36"
323,PARQUE ALCAMPO,MEDIA LEGUA,144,MORATALAZ,14,"10.774,87","1,08"
324,BARRIO I - FTE. CARRANTONA,VINATEROS,146,MORATALAZ,14,"13.247,94","1,32"
325,PARQUE DEPORTIVO DR. GÂª TAPIA,MEDIA LEGUA,144,MORATALAZ,14,"11.587,04","1,16"
326,CEIP. PIO BAROJA,VINATEROS,146,MORATALAZ,14,"11.284,42","1,13"
327,ZONA CENTRAL IVIMA,MEDIA LEGUA,144,MORATALAZ,14,"10.548,19","1,05"
328,"INTBL. POLIG. ""I""",VINATEROS,146,MORATALAZ,14,"10.492,96","1,05"
329,JM_JUNTA MUNICIPAL,PAVONES,141,MORATALAZ,14,"10.389,40","1,04"
330,BARRIO VI - FTE. CARRANTONA,PAVONES,141,MORATALAZ,14,"9.827,43","0,98"
331,PARQUE ARROYO FONTARRON II,FONTARRON,145,MORATALAZ,14,"21.366,08","2,14"
332,BARRIO IV,PAVONES,141,MORATALAZ,14,"13.416,22","1,34"
333,"INTBL. POLIG. ""E""",MARROQUINA,143,MORATALAZ,14,"22.222,02","2,22"
334,Z.A. PAVONES NORTE - ANTIGUO FORESTAL,MARROQUINA,143,MORATALAZ,14,"23.642,34","2,36"
335,PARQUE ARROYO FONTARRON,PAVONES,141,MORATALAZ,14,"85.994,13","8,60"
336,"INTBL. POLIG. ""C""",MEDIA LEGUA,144,MORATALAZ,14,"22.516,59","2,25"
337,BARRIO III,FONTARRON,145,MORATALAZ,14,"51.310,50","5,13"
338,PARQUE DE MORATALAZ,MARROQUINA,143,MORATALAZ,14,"49.158,59","4,92"
339,ANILLO CICLISTA,HORCAJO,142,MORATALAZ,14,"45.390,12","4,54"
340,PARQUE DARWIN,FONTARRON,145,MORATALAZ,14,"41.052,99","4,11"
341,PARQUE MARTALA,MARROQUINA,143,MORATALAZ,14,"33.639,17","3,36"
342,PARQUE PAVONES NORTE - Z.A.,MARROQUINA,143,MORATALAZ,14,"33.098,30","3,31"
343,"INTBL. POLIG. ""G""",FONTARRON,145,MORATALAZ,14,"30.970,43","3,10"
344,BARRIO II,FONTARRON,145,MORATALAZ,14,"38.152,71","3,82"
345,TALUDES ARROYO FONTARRON,FONTARRON,145,MORATALAZ,14,"29.693,68","2,97"
346,BARRIO VI,PAVONES,141,MORATALAZ,14,"28.827,52","2,88"
347,PAVONES ESTE TALUD M-40,PAVONES,141,MORATALAZ,14,"28.383,70","2,84"
348,PAVONES ESTE PARQUE URBANO,HORCAJO,142,MORATALAZ,14,"28.362,70","2,84"
349,"INTBL. POLIG. ""H""",VINATEROS,146,MORATALAZ,14,"28.814,90","2,88"
350,"INTBL. POLIG. ""A""",MEDIA LEGUA,144,MORATALAZ,14,"24.756,40","2,48"
351,POLIG. 38 - M-30,FONTARRON,145,MORATALAZ,14,"24.249,26","2,42"
352,PARQUE VANDEL,MARROQUINA,143,MORATALAZ,14,"30.568,20","3,06"
353,COL. BRAULIO GUTIERREZ,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"14.486,64","1,45"
354,CALLE 30 - O'DONNELL- MARQUES DE CORBERA,VENTAS,151,CIUDAD LINEAL,15,"18.780,36","1,88"
355,CALLE 30 - NUDO COSTA RICA,ATALAYA,158,CIUDAD LINEAL,15,"17.858,05","1,79"
356,Z.V. ENTRE VILLAESCUSA Y CEMENTERIO CIVIL,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"16.267,81","1,63"
357,BÂº BILBAO - ARCENTALES,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"16.002,16","1,60"
358,"POL. MARQUESA AMBOAGE, 17 - AVDA. PAZ",SAN JUAN BAUTISTA,156,CIUDAD LINEAL,15,"14.674,55","1,47"
359,POL. VALDELACIERVA,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"13.837,48","1,38"
360,CALLE 30 - YERMA,COSTILLARES,159,CIUDAD LINEAL,15,"18.973,97","1,90"
361,JARDIN DE PABLO RAEZ,CONCEPCION,154,CIUDAD LINEAL,15,"12.387,84","1,24"
362,JARDIN DE JOSE COUSO PERMUY Y JULIO ANGUITA PARRADO,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"11.616,66","1,16"
363,POL. AFRICA,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"12.448,70","1,24"
364,CALLE 30 - NUDO MANOTERAS - CIUDAD LINEAL,COSTILLARES,159,CIUDAD LINEAL,15,"11.051,75","1,11"
365,CEMENTERIO DE LA ALMUDENA,VENTAS,151,CIUDAD LINEAL,15,"10.405,12","1,04"
366,PZA. NUEVA ORLEANS,SAN PASCUAL,155,CIUDAD LINEAL,15,"9.998,45","1,00"
367,MED. ASCAO,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"9.755,72","0,98"
368,CALLE 30 - CONDADO DE TREVIÃO,COSTILLARES,159,CIUDAD LINEAL,15,"13.007,23","1,30"
369,PARQUE DE LOS TILOS,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"21.269,23","2,13"
370,AVDA. MARQUES DE CORBERA,VENTAS,151,CIUDAD LINEAL,15,"11.146,45","1,11"
371,PARQUE DEL DOCTOR FERNANDEZ CATALINA,COSTILLARES,159,CIUDAD LINEAL,15,"23.456,89","2,35"
372,PINAR DE LA ELIPA,VENTAS,151,CIUDAD LINEAL,15,"144.715,65","14,47"
373,ARTURO SORIA,COSTILLARES,159,CIUDAD LINEAL,15,"67.461,47","6,75"
374,PARQUE EL CALERO,CONCEPCION,154,CIUDAD LINEAL,15,"64.690,28","6,47"
375,VALLA SUR DEL CEMENTERIO DE LA ALMUDENA,VENTAS,151,CIUDAD LINEAL,15,"52.906,88","5,29"
376,PARQUE DE ARRIAGA,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"50.930,01","5,09"
377,PARQUE MALMOE,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"43.800,60","4,38"
378,CALLE 30 - MANUEL AZAÃA,COSTILLARES,159,CIUDAD LINEAL,15,"33.782,57","3,38"
379,PARQUE ANTONIO PIRALA,VENTAS,151,CIUDAD LINEAL,15,"21.774,48","2,18"
380,PINAR DE CHAMARTIN,COSTILLARES,159,CIUDAD LINEAL,15,"30.126,42","3,01"
381,COL. JOSE ARCONES GIL,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"29.746,14","2,97"
382,COL. SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,156,CIUDAD LINEAL,15,"29.233,54","2,92"
383,CALLE 30 - NUDO AVDA. AMERICA,SAN JUAN BAUTISTA,156,CIUDAD LINEAL,15,"29.065,83","2,91"
384,CALLE 30 - RAFAEL BERGAMIN,SAN JUAN BAUTISTA,156,CIUDAD LINEAL,15,"28.379,03","2,84"
385,CALLE 30 - TALUD COSTA RICA,COLINA,157,CIUDAD LINEAL,15,"24.732,31","2,47"
386,CALLE 30 - TALUD SAN MARCELO,VENTAS,151,CIUDAD LINEAL,15,"24.271,70","2,43"
387,PARQUE DE LA ALMUDENA,PUEBLO NUEVO,152,CIUDAD LINEAL,15,"36.410,06","3,64"
388,ALMACENES MANOTERAS,VALDEFUENTES,166,HORTALEZA,16,"22.058,38","2,21"
389,PRINCIPE CARLOS - FERNANDO DE ROJAS - ISABEL CLARA EUGENIA,VALDEFUENTES,166,HORTALEZA,16,"22.058,67","2,21"
390,Z.F. CTRA. BURGOS - N-I - M-40,VALDEFUENTES,166,HORTALEZA,16,"22.146,74","2,21"
391,CUBIERTA SAN LORENZO,PINAR DEL REY,164,HORTALEZA,16,"22.218,02","2,22"
392,MED. SECUNDINO ZUAZO,VALDEFUENTES,166,HORTALEZA,16,"22.469,66","2,25"
393,Z.F. SAN ENRIQUE DE OSSO,VALDEFUENTES,166,HORTALEZA,16,"22.774,16","2,28"
394,CONECTOR JOSE ANTONIO FERNANDEZ ORDOÃEZ,VALDEFUENTES,166,HORTALEZA,16,"23.341,46","2,33"
395,ZONA FORESTAL I Y II (SANCHINARRO),VALDEFUENTES,166,HORTALEZA,16,"23.322,54","2,33"
396,GTA. ALCALDE MORENO TORRES,VALDEFUENTES,166,HORTALEZA,16,"22.016,95","2,20"
397,PARQUE DE GREGORIO PECES-BARBA,VALDEFUENTES,166,HORTALEZA,16,"24.457,29","2,45"
398,PARQUE PEONIAS,PALOMAS,1,HORTALEZA,16,"24.722,59","2,47"
399,Z.F. VILLAROSA,CANILLAS,163,HORTALEZA,16,"24.727,97","2,47"
400,FRANCISCO PI Y MARGALL - C. MANOTERAS,VALDEFUENTES,166,HORTALEZA,16,"25.856,50","2,59"
401,MED. ANA DE AUSTRIA,VALDEFUENTES,166,HORTALEZA,16,"23.137,32","2,31"
402,PARQUE YUCATAN,PALOMAS,1,HORTALEZA,16,"21.541,28","2,15"
403,CONECTOR ANTONIO MIRO VALVERDE,VALDEFUENTES,166,HORTALEZA,16,"20.960,81","2,10"
404,PARQUE ISABEL CLARA EUGENIA,PINAR DEL REY,164,HORTALEZA,16,"21.332,61","2,13"
405,BARRIO DE SANTIAGO APOSTOL,APOSTOL SANTIAGO,165,HORTALEZA,16,"21.070,52","2,11"
406,VIA PECUARIA,VALDEFUENTES,166,HORTALEZA,16,"20.753,51","2,08"
407,Z.F. MARIA DE PORTUGAL,VALDEFUENTES,166,HORTALEZA,16,"20.688,98","2,07"
408,CONECTOR JOSEFINA ALDECOA,VALDEFUENTES,166,HORTALEZA,16,"20.447,06","2,04"
409,SOLANA DE VALDEBEBAS,VALDEFUENTES,166,HORTALEZA,16,"27.084,78","2,71"
410,MED. GRAN VIA DE HORTALEZA,PINAR DEL REY,164,HORTALEZA,16,"18.879,03","1,89"
411,FRANCISCO PI Y MARGALL - MARIA DE PORTUGAL,VALDEFUENTES,166,HORTALEZA,16,"18.804,84","1,88"
412,CONECTOR FINA DE CALDERON,VALDEFUENTES,166,HORTALEZA,16,"18.610,76","1,86"
413,CONECTOR JORDI SOLE TURA,VALDEFUENTES,166,HORTALEZA,16,"18.562,42","1,86"
414,AVDA. SAN LUIS - VILLA DE PONS,PINAR DEL REY,164,HORTALEZA,16,"17.195,64","1,72"
415,CONDE DE ORGAZ,PIOVERA,162,HORTALEZA,16,"17.018,01","1,70"
416,CONECTOR JOSE ANTONIO CODERCH,VALDEFUENTES,166,HORTALEZA,16,"16.667,03","1,67"
417,PARQUE HUERTA DE LA SALUD,PINAR DEL REY,164,HORTALEZA,16,"16.316,25","1,63"
418,Z.F. BÂº SAN LORENZO,PINAR DEL REY,164,HORTALEZA,16,"21.433,52","2,14"
419,MED. Y RTDAS. BARRIOS SAN ANTONIO Y LAS CARCAVAS (VALDEBEBAS),VALDEFUENTES,166,HORTALEZA,16,"19.978,89","2,00"
