id_zonaverde,nombre_zv,barrio,id_barrio,distrito,id_distrito,Superficie (m2),Superficie (ha)
420,PARQUE VIA MARTINA DIAZ - ANA DE AUSTRIA,VALDEFUENTES,166,HORTALEZA,16,"27.324,60","2,73"
421,PARQUE INFANTA CATALINA MICAELA I,VALDEFUENTES,166,HORTALEZA,16,"28.430,86","2,84"
422,Z.F. PINAR DE BARAJAS,PIOVERA,162,HORTALEZA,16,"207.215,56","20,72"
423,ZONA FORESTAL I Y II,VALDEFUENTES,166,HORTALEZA,16,"163.689,67","16,37"
424,PARQUE FLUVIAL SANCHINARRO,VALDEFUENTES,166,HORTALEZA,16,"104.633,27","10,46"
425,VICENTE BLASCO IBAÃEZ C/V PADRES DOMINICOS,VALDEFUENTES,166,HORTALEZA,16,"97.166,49","9,72"
426,PARQUE LOS LLANOS,PIOVERA,162,HORTALEZA,16,"94.854,11","9,49"
427,PARQUE STA. ADELA,PINAR DEL REY,164,HORTALEZA,16,"86.015,98","8,60"
428,MED. C/ PRINCIPE CARLOS,VALDEFUENTES,166,HORTALEZA,16,"27.914,98","2,79"
429,BULEVAR JUAN ANTONIO SAMARANCH,VALDEFUENTES,166,HORTALEZA,16,"79.372,21","7,94"
430,PARQUE MARIA TUDOR,VALDEFUENTES,166,HORTALEZA,16,"72.393,35","7,24"
431,NICETO ALCALA ZAMORA,VALDEFUENTES,166,HORTALEZA,16,"64.210,69","6,42"
432,Z.F. ACCESO A LA EST. HORTALEZA,APOSTOL SANTIAGO,165,HORTALEZA,16,"54.515,71","5,45"
433,PARQUE INFANTA CATALINA MICAELA II,VALDEFUENTES,166,HORTALEZA,16,"53.730,03","5,37"
434,Z.F. LOS LLANOS - M-40,PIOVERA,162,HORTALEZA,16,"52.545,61","5,25"
435,PARQUE DE LA CORNISA,APOSTOL SANTIAGO,165,HORTALEZA,16,"50.435,33","5,04"
436,PARQUE  VILLAROSA ,CANILLAS,163,HORTALEZA,16,"49.549,95","4,95"
437,Z.F. MONOVAR,APOSTOL SANTIAGO,165,HORTALEZA,16,"84.218,15","8,42"
438,Z.F. PINAR DEL REY,CANILLAS,163,HORTALEZA,16,"45.511,62","4,55"
439,PARQUE DE DOÃA GUIOMAR,APOSTOL SANTIAGO,165,HORTALEZA,16,"46.639,68","4,66"
440,MED. MANUEL FRAGA IRIBARNE,VALDEFUENTES,166,HORTALEZA,16,"28.968,32","2,90"
441,BÂº APOSTOL SANTIAGO,APOSTOL SANTIAGO,165,HORTALEZA,16,"29.931,66","2,99"
442,MED. Y GTAS. EN AVDA. NICETO ALCALA ZAMORA,VALDEFUENTES,166,HORTALEZA,16,"30.021,57","3,00"
443,Z.A. PINAR DEL REY,CANILLAS,163,HORTALEZA,16,"30.720,55","3,07"
444,PARQUE MIRADOR DE LAS CARCAVAS,VALDEFUENTES,166,HORTALEZA,16,"31.624,58","3,16"
445,PARQUE SAN LORENZO,PINAR DEL REY,164,HORTALEZA,16,"31.747,31","3,17"
446,CÂº DE LA CUERDA,PINAR DEL REY,164,HORTALEZA,16,"30.424,71","3,04"
447,ANA DE AUSTRIA,VALDEFUENTES,166,HORTALEZA,16,"33.228,53","3,32"
448,PARQUE FERNANDO DE ROJAS - AVDA. NICETO ALCALA ZAMORA,VALDEFUENTES,166,HORTALEZA,16,"33.822,63","3,38"
449,FUERZAS ARMADAS,VALDEFUENTES,166,HORTALEZA,16,"35.966,04","3,60"
450,AVDA. LOGROÃO - M-40,PALOMAS,1,HORTALEZA,16,"36.831,02","3,68"
451,PARQUE ALFREDO KRAUS,PINAR DEL REY,164,HORTALEZA,16,"38.576,63","3,86"
452,Z.F. MARTINA DIAZ,VALDEFUENTES,166,HORTALEZA,16,"41.772,74","4,18"
453,PARQUE DE MANOTERAS,APOSTOL SANTIAGO,165,HORTALEZA,16,"33.205,93","3,32"
454,POL. EL GATO PARQUE CENTRAL,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"15.315,96","1,53"
455,PÂº PLATA Y CASTAÃAR - ISLAS,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"20.886,49","2,09"
456,PARQUE DE LA AMISTAD,LOS ROSALES,174,VILLAVERDE,17,"19.420,37","1,94"
457,COL. SAN CRISTÃBAL DE LOS ANGELES POL.1,SAN CRISTOBAL,172,VILLAVERDE,17,"18.129,62","1,81"
458,VILLALONSO - PUEBLA DE SANABRIA,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"15.217,63","1,52"
459,CALLE CALCIO,BUTARQUE,173,VILLAVERDE,17,"16.109,91","1,61"
460,INTBL. CANCIÃN DEL OLVIDO- CORTE DEL FARAÃN,LOS ANGELES,175,VILLAVERDE,17,"15.997,24","1,60"
461,PARQUE EL CRUCE,LOS ANGELES,175,VILLAVERDE,17,"15.058,93","1,51"
462,"AVDA. LOS ROSALES, 123 - 125",BUTARQUE,173,VILLAVERDE,17,"11.081,81","1,11"
463,ESTRONCIO - EDUARDO MINGUITO,LOS ROSALES,174,VILLAVERDE,17,"13.840,43","1,38"
464,BULEVAR  BERROCAL,BUTARQUE,173,VILLAVERDE,17,"13.499,46","1,35"
465,COL. SAN NICOLÃS Y ARECHAVALETA,LOS ANGELES,175,VILLAVERDE,17,"13.291,98","1,33"
466,PARQUE HUERTA DEL OBISPO-VILLAVERDE,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"11.053,05","1,11"
467,JARDIN LENGUAS,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"11.800,02","1,18"
468,"UNIDAD 2 DE OROQUIETA APD, 13-15",LOS ROSALES,174,VILLAVERDE,17,"11.353,77","1,14"
469,COL. SAN CRISTÃBAL DE LOS ANGELES POL. 3 Y 5,SAN CRISTOBAL,172,VILLAVERDE,17,"21.265,10","2,13"
470,PARQUE ESPERANZA NORTE,LOS ANGELES,175,VILLAVERDE,17,"13.881,16","1,39"
471,INTBL. SOTO DEL PARRAL- HUESPED SEVILLANO,LOS ANGELES,175,VILLAVERDE,17,"21.902,62","2,19"
472,Z.F. BUTARQUE,BUTARQUE,173,VILLAVERDE,17,"83.417,15","8,34"
473,PARQUE LOS ROSALES,BUTARQUE,173,VILLAVERDE,17,"22.362,05","2,24"
474,PARQUE FORESTAL JULIO ALGUACIL GOMEZ,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"446.071,11","44,61"
475,PARQUE DE PLATA Y CASTAÃAR,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"220.266,19","22,03"
476,PARQUE DEHESA BOYAL,SAN CRISTOBAL,172,VILLAVERDE,17,"126.823,50","12,68"
477,PARQUE DEL ESPINILLO,LOS ROSALES,174,VILLAVERDE,17,"73.188,33","7,32"
478,PARQUE CAMINO CENTRAL DE LOS INGENIEROS,LOS ANGELES,175,VILLAVERDE,17,"68.407,53","6,84"
479,PARQUE BUTARQUE,BUTARQUE,173,VILLAVERDE,17,"58.655,46","5,87"
480,POL. LA RESINA,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"48.355,39","4,84"
481,GRAN VÃA VILLAVERDE,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"44.541,63","4,45"
482,PARQUE LENGUAS OESTE,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"22.089,83","2,21"
483,PARQUE VIRGEN DE LA ESPERANZA,LOS ANGELES,175,VILLAVERDE,17,"33.301,80","3,33"
484,COL. EL AHORRO,LOS ANGELES,175,VILLAVERDE,17,"29.620,29","2,96"
485,BARRIO DE BUTARQUE,BUTARQUE,173,VILLAVERDE,17,"26.487,52","2,65"
486,UVA VILLAVERDE,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"25.544,19","2,55"
487,PARQUE NORTE SAN LUCIANO,LOS ANGELES,175,VILLAVERDE,17,"24.140,75","2,41"
488,RECINTO FERIAL PLATA Y CASTAÃAR,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"23.245,46","2,32"
489,PTE. ALCOCER,VILLAVERDE ALTO C.H.,171,VILLAVERDE,17,"22.798,38","2,28"
490,PARQUE CIUDAD DE LOS ANGELES,LOS ANGELES,175,VILLAVERDE,17,"36.436,73","3,64"
491,ENTREPEÃAS,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"29.398,26","2,94"
492,DEPOSITO DE AGUA,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"26.122,00","2,61"
493,REAL DE ARGANDA,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"26.450,37","2,65"
494,MARGEN IZQUIERDO A-3,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"23.711,61","2,37"
495,INTERIORES AVDA. DE LAS SUERTES - CAÃADA DEL SANTISIMO,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"23.545,73","2,35"
496,AV DE GRAN VIA SURESTE,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"23.048,02","2,30"
497,MED. AVDA. MAYORAZGO,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"13.194,91","1,32"
498,LTRLS. AVDA. MAYORAZGO,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"22.323,17","2,23"
499,PARQUE STA. EUGENIA,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"20.003,69","2,00"
500,MED. AVDA. ENSANCHE DE VALLECAS,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"21.516,87","2,15"
501,MIRADOR DEL PRINCIPE,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"21.325,19","2,13"
502,POZA DE LA SAL,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"18.926,65","1,89"
503,ESTACION METRO DE LA GAVIA,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"16.471,70","1,65"
504,MED. INFANTA LEONOR,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"13.758,15","1,38"
505,UVA VALLECAS,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"13.713,80","1,37"
506,MARGEN DERECHO A-3,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"29.689,82","2,97"
507,PARQUE CÂº VASARES,SANTA EUGENIA,182,VILLA DE VALLECAS,18,"22.061,78","2,21"
508,AVDA. VILLA DE VALLECAS - AVDA. CERRO MILANO,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"30.716,73","3,07"
509,EMBALSE NAVACERRADA - EMBALSE VELLON,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"32.881,52","3,29"
510,FORESTAL DEL SURESTE,CASCO H.VALLECAS,181,VILLA DE VALLECAS,18,"728.428,73","72,84"
511,PARQUE VALLECAS VILLA - CATARATAS,CASCO H.VALLECAS,181,VILLA DE VALLECAS,18,"31.962,21","3,20"
512,LATERAL M-45,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"229.044,13","22,90"
513,PARQUE LA GAVIA,CASCO H.VALLECAS,181,VILLA DE VALLECAS,18,"194.858,19","19,49"
514,CAÃADA DEL SANTISIMO,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"154.387,01","15,44"
515,PARQUE FORESTAL M-40,CASCO H.VALLECAS,181,VILLA DE VALLECAS,18,"112.966,05","11,30"
516,AVDA. ENSANCHE DE VALLECAS - REAL DE ARGANDA,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"77.903,61","7,79"
517,CAÃADA,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"70.952,89","7,10"
518,PTO. PORZUNA - LA GRANJA SAN ILDEFONSO,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"93.978,67","9,40"
519,AVDA. DE LA GAVIA - AVDA. ENSANCHE DE VALLECAS,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"64.867,44","6,49"
520,ALTO DEL RETIRO,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"55.198,81","5,52"
521,GRAN VIA DEL SURESTE - EDUARDO CHILLIDA,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"42.708,46","4,27"
522,AVDA. DE LAS SUERTES - GRAN VIA DEL SURESTE,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"40.347,91","4,03"
523,GRAN VIA DEL SURESTE - AVDA. ENSANCHE DE VALLECAS,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"36.640,92","3,66"
524,AVDA. SALMEDINA - AVDA. VALDECULEBRAS,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"35.117,84","3,51"
525,PARQUE AVDA. ENSANCHE DE VALLECAS - M-45,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"34.898,09","3,49"
526,ENTORNO BULEVAR NATURALEZA,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,"66.104,77","6,61"
527,URB. VALDERRIBAS ZV 1.2,VALDEBERNARDO,192,VICALVARO,19,"13.680,34","1,37"
528,LTRL. AVDA. DE LAS COMUNIDADES,VALDEBERNARDO,192,VICALVARO,19,"10.093,82","1,01"
529,LTRL. AVDA. DEMOCRACIA PPI - PAU 4,CASCO H.VICALVARO,191,VICALVARO,19,"20.320,62","2,03"
530,URB. LA CATALANA 2Âª FASE,CASCO H.VICALVARO,191,VICALVARO,19,"17.186,22","1,72"
531,MED. VILLABLANCA,VALDERRIVAS,193,VICALVARO,19,"16.135,99","1,61"
532,LA DEHESA - ZONA AJARDINADA,CASCO H.VICALVARO,191,VICALVARO,19,"15.177,56","1,52"
533,AVDA. DEL PARQUE - POL. IND.,CASCO H.VICALVARO,191,VICALVARO,19,"13.546,63","1,35"
534,PARQUE LADERA LOS ALMENDROS,VALDEBERNARDO,192,VICALVARO,19,"24.086,72","2,41"
535,LAS GALLEGAS,VALDEBERNARDO,192,VICALVARO,19,"12.570,46","1,26"
536,ZONA E-1 FASE,VALDERRIVAS,193,VICALVARO,19,"12.152,09","1,22"
537,EL CAÃAVERAL FASE 6. PARQUE RL-V06,EL CANAVERAL,194,VICALVARO,19,"11.759,03","1,18"
538,Z.A. DEPOSITO,VALDEBERNARDO,192,VICALVARO,19,"11.477,36","1,15"
539,EJE DE LAS GALLEGAS - LTRL.,CASCO H.VICALVARO,191,VICALVARO,19,"11.422,47","1,14"
540,MED. AVDA. DEMOCRACIA,CASCO H.VICALVARO,191,VICALVARO,19,"11.243,28","1,12"
541,PARQUE CASALARREINA,CASCO H.VICALVARO,191,VICALVARO,19,"12.910,72","1,29"
542,URB. VALDERRIBAS ZV 9.4,VALDERRIVAS,193,VICALVARO,19,"24.433,49","2,44"
543,BULEVAR INDALECIO  PRIETO,VALDEBERNARDO,192,VICALVARO,19,"22.320,92","2,23"
544,LA DEHESA - ZONA SEMIFORESTAL,CASCO H.VICALVARO,191,VICALVARO,19,"31.764,12","3,18"
545,LA DEHESA - BULEVAR CENTRAL,CASCO H.VICALVARO,191,VICALVARO,19,"28.164,15","2,82"
546,Z.F. ANILLO VERDE DE VICALVARO,CASCO H.VICALVARO,191,VICALVARO,19,"325.579,41","32,56"
547,CUÃA VERDE VICALVARO ZONA C,CASCO H.VICALVARO,191,VICALVARO,19,"127.836,38","12,78"
548,PARQUE FORESTAL DE SANTA EUGENIA,CASCO H.VICALVARO,191,VICALVARO,19,"116.391,32","11,64"
549,CUÃA VERDE VICALVARO ZONA B,CASCO H.VICALVARO,191,VICALVARO,19,"110.292,25","11,03"
550,PARQUE ESTE DE VALDEBERNARDO,VALDEBERNARDO,192,VICALVARO,19,"71.416,72","7,14"
551,EL CAÃAVERAL FASE 6. PARQUE RL-V27,EL CANAVERAL,194,VICALVARO,19,"64.016,79","6,40"
552,PARQUE VALDEBERNARDO ESTE,VALDEBERNARDO,192,VICALVARO,19,"82.747,36","8,27"
553,PARQUE DE LA VICALVARADA,CASCO H.VICALVARO,191,VICALVARO,19,"48.872,99","4,89"
554,EL CAÃAVERAL FASE 6. PARQUE RL-V28,EL CANAVERAL,194,VICALVARO,19,"44.732,01","4,47"
555,AVDA. DAROCA 299,CASCO H.VICALVARO,191,VICALVARO,19,"43.933,25","4,39"
556,BULEVAR JOSE PRAT PPI - PAU 4,VALDEBERNARDO,192,VICALVARO,19,"39.299,70","3,93"
557,CUÃA VERDE VICALVARO ZONA A,CASCO H.VICALVARO,191,VICALVARO,19,"37.802,75","3,78"
558,CUÃA VERDE VICALVARO ZONA D,CASCO H.VICALVARO,191,VICALVARO,19,"33.373,08","3,34"
559,VALDEBERNARDO M-40,VALDEBERNARDO,192,VICALVARO,19,"54.970,90","5,50"
560,MED. AVDA. ARCENTALES,ROSAS,205,SAN BLAS-CANILLEJAS,20,"17.932,00","1,79"
561,PARC. ALBERICIA,ARCOS,204,SAN BLAS-CANILLEJAS,20,"21.460,81","2,15"
562,J.M. SAN BLAS,ROSAS,205,SAN BLAS-CANILLEJAS,20,"20.674,35","2,07"
563,URB. PARQUE METROPOLITANO,ROSAS,205,SAN BLAS-CANILLEJAS,20,"19.440,41","1,94"
564,PARQUE BUTRON,ROSAS,205,SAN BLAS-CANILLEJAS,20,"18.910,11","1,89"
565,JOSEFA VALCARCEL,EL SALVADOR,208,SAN BLAS-CANILLEJAS,20,"15.095,05","1,51"
566,PARQUE ARQUITECTO ANTONIO PALACIOS,CANILLEJAS,207,SAN BLAS-CANILLEJAS,20,"13.849,65","1,38"
567,AQUITANIA - INSTITUCION LIBRE DE ENSEÃANZA,ARCOS,204,SAN BLAS-CANILLEJAS,20,"16.364,00","1,64"
568,AVDA. DE ARCENTALES - MIGUEL YUSTE,SIMANCAS,201,SAN BLAS-CANILLEJAS,20,"15.957,29","1,60"
569,ALCALA - IQUITOS - RIOBAMBA,EL SALVADOR,208,SAN BLAS-CANILLEJAS,20,"15.367,03","1,54"
570,PARC. PAÃERIA,AMPOSTA,203,SAN BLAS-CANILLEJAS,20,"14.883,15","1,49"
571,PARC. MONTAMARTA,ARCOS,204,SAN BLAS-CANILLEJAS,20,"13.948,34","1,39"
572,PARC. ALBAIDA,HELLIN,202,SAN BLAS-CANILLEJAS,20,"19.209,47","1,92"
573,PARC. HELLIN,HELLIN,202,SAN BLAS-CANILLEJAS,20,"26.163,45","2,62"
574,PARQUE C/ FERNANDO VII,SIMANCAS,201,SAN BLAS-CANILLEJAS,20,"16.424,62","1,64"
575,PARC. APAREJADORES,ARCOS,204,SAN BLAS-CANILLEJAS,20,"27.009,08","2,70"
576,MARQUESA DE SANTA MARTA,EL SALVADOR,208,SAN BLAS-CANILLEJAS,20,"19.118,48","1,91"
577,POLÃGONO DE LAS MERCEDES,REJAS,206,SAN BLAS-CANILLEJAS,20,"32.070,48","3,21"
578,PARQUE LOPEZ DE ARANDA - MIAMI,EL SALVADOR,208,SAN BLAS-CANILLEJAS,20,"28.632,68","2,86"
579,PARQUE DE SAN BLAS - EL PARAISO,HELLIN,202,SAN BLAS-CANILLEJAS,20,"167.102,55","16,71"
580,Z.F. AVDA. SEPTIMA,REJAS,206,SAN BLAS-CANILLEJAS,20,"66.515,74","6,65"
581,CIUDAD PEGASO - Z.A.,REJAS,206,SAN BLAS-CANILLEJAS,20,"51.850,83","5,19"
582,Z.F. COL. MARQUES DE SUANCES,EL SALVADOR,208,SAN BLAS-CANILLEJAS,20,"48.612,18","4,86"
583,Z.V. GTA. EISENHOWER,REJAS,206,SAN BLAS-CANILLEJAS,20,"48.139,66","4,81"
584,PARQUE MARSELLA - TOSCANA,ROSAS,205,SAN BLAS-CANILLEJAS,20,"45.555,28","4,56"
585,PARQUE OCCIDENTE - LAS MERCEDES,REJAS,206,SAN BLAS-CANILLEJAS,20,"69.830,40","6,98"
586,CERRO DE LA MESA,REJAS,206,SAN BLAS-CANILLEJAS,20,"43.957,56","4,40"
587,PINARES DE LA C/ YECORA,REJAS,206,SAN BLAS-CANILLEJAS,20,"42.037,15","4,20"
588,A.V.C. SAN BLAS,ROSAS,205,SAN BLAS-CANILLEJAS,20,"40.845,10","4,08"
589,PÂº GINEBRA,ROSAS,205,SAN BLAS-CANILLEJAS,20,"37.780,15","3,78"
590,PINAR DE SAN BLAS (PARCELA 7.2),REJAS,206,SAN BLAS-CANILLEJAS,20,"34.875,12","3,49"
591,ARROYO DE REJAS,REJAS,206,SAN BLAS-CANILLEJAS,20,"44.378,26","4,44"
592,Z.V. SOFIA - NIZA,ROSAS,205,SAN BLAS-CANILLEJAS,20,"33.715,54","3,37"
593,ARROYO DEL TESORO,TIMON,215,BARAJAS,21,"16.656,31","1,67"
594,VIA DE LA GASOLINA,ALAMEDA DE OSUNA,211,BARAJAS,21,"16.446,62","1,64"
595,PARQUE PÂº ALAMEDA DE OSUNA - BIOSALUDABLE,ALAMEDA DE OSUNA,211,BARAJAS,21,"15.671,35","1,57"
596,MED. AVDA. LOGROÃO I,ALAMEDA DE OSUNA,211,BARAJAS,21,"13.945,94","1,39"
597,MEDS. CAMPO NACIONES,CORRALEJOS,216,BARAJAS,21,"13.567,12","1,36"
598,ANTOÃETE,TIMON,215,BARAJAS,21,"11.014,09","1,10"
599,Z.A. ENTRE C/ RIBERA DEL SENA Y LIMITE FFCC,CORRALEJOS,216,BARAJAS,21,"10.533,89","1,05"
600,APARCAMIENTO DEL CAPRICHO,ALAMEDA DE OSUNA,211,BARAJAS,21,"10.205,28","1,02"
601,Z.F. ARTEMISA,TIMON,215,BARAJAS,21,"9.947,23","0,99"
602,OBENQUE - MOTOCINE,ALAMEDA DE OSUNA,211,BARAJAS,21,"16.725,27","1,67"
603,ANTIGUA EMBAJADA REPUBLICA DOMINICANA,ALAMEDA DE OSUNA,211,BARAJAS,21,"12.797,49","1,28"
604,CONECTOR ESTANISLAO PEREZ PITA,TIMON,215,BARAJAS,21,"18.849,78","1,88"
605,Z.F. LOS CORONALES,CORRALEJOS,216,BARAJAS,21,"63.729,84","6,37"
606,MED. MANUEL FRAGA IRIBARNE,TIMON,215,BARAJAS,21,"20.557,10","2,06"
607,Z.F. MANUEL AGUILAR M. - PANTEON,ALAMEDA DE OSUNA,211,BARAJAS,21,"23.536,14","2,35"
608,CONECTOR FERNANDO HIGUERAS,TIMON,215,BARAJAS,21,"27.846,96","2,78"
609,FUERZAS ARMADAS,TIMON,215,BARAJAS,21,"45.968,68","4,60"
610,Z.A. LOS CORONALES,CORRALEJOS,216,BARAJAS,21,"47.446,13","4,74"
611,CONECTOR JOSE ANTONIO CORRALES,TIMON,215,BARAJAS,21,"55.128,08","5,51"
612,Z.F. ENSANCHE DE BARAJAS,TIMON,215,BARAJAS,21,"75.515,08","7,55"
613,ENSANCHE DE BARAJAS,TIMON,215,BARAJAS,21,"76.925,48","7,69"
614,ALEJANDRO DE LA SOTA,TIMON,215,BARAJAS,21,"88.416,74","8,84"
615,PARQUE BIOSALUDABLE,ALAMEDA DE OSUNA,211,BARAJAS,21,"97.424,75","9,74"
616,FORESTAL VIA FERREA,ALAMEDA DE OSUNA,211,BARAJAS,21,"9.476,87","0,95"
617,Z.A. ENTRE C/ RIBERA DEL SENA Y TALUD,CORRALEJOS,216,BARAJAS,21,"19.215,42","1,92"
618,PARQUE MARI LUZ NAJERA,ALAMEDA DE OSUNA,211,BARAJAS,21,"8.346,17","0,83"
